posemo,anx,anger,sad,affiliation
57.63,4.07,0.34,6.78,1.38
47.37,0,0,23.68,6.06
42.22,4.44,0,15.56,7.69
75.68,0,0,0,0
70.76,7.22,0.36,1.44,5.49
44.88,17.32,1.57,7.09,4.02
77.78,0,0,0,8.16
75,0,0,0,7.41
56.93,5.45,0,4.46,2.53
71.74,0,0,0,0
76.09,0,0,0,0
45.24,11.9,0,14.29,2.7
35.9,0,17.95,5.13,0
23.68,10.53,0,26.32,0
68.18,0,0,0,5
42.86,10.2,2.04,4.08,6.98
41.67,8.33,2.78,2.78,6.25
79.03,0,0,0,9.09
58.82,2.94,0,2.94,6.9
35.23,12.5,2.27,11.36,4.82
32.31,9.23,4.62,12.31,0
76.6,0,0,0,0
64.58,0,0,0,11.36
58.82,5.88,0,2.94,13.79
82.76,0,0,0,28.3
15.62,23.44,7.81,12.5,8.33
46.15,2.56,0,10.26,5.88
48.15,0,0,0,0
48.57,5.71,0,0,0
52.94,0,0,0,0
64.29,4.76,0,9.52,11.11
59.52,2.38,0,4.76,7.89
65.79,0,0,0,0
38.71,19.35,0,12.9,0
45.16,3.23,0,0,0
43.59,0,5.13,0,0
48.89,8.89,0,2.22,0
61.36,4.55,0,4.55,5.13
69.39,0,0,0,11.36
54.55,0,0,0,5.13
8.57,45.71,2.86,14.29,0
52.08,0,0,0,0
44.74,15.79,0,13.16,0
12.2,29.27,9.76,12.2,0
46.34,4.88,2.44,0,8.33
22.73,13.64,6.82,20.45,0
33.96,9.43,1.89,5.66,0
55.56,8.33,0,0,0
34.55,9.09,3.64,10.91,0
39.62,7.55,5.66,16.98,6.25
83.33,0,0,4.76,21.05
71.43,0,0,0,8
86.79,0,0,0,38
76.6,0,0,0,16.67
81.82,0,0,0,30.77
60.47,0,0,9.3,2.63
48.78,4.88,0,4.88,11.11
63.64,6.06,3.03,0,13.79
57.14,0,0,0,6.82
50,0,2.17,0,7.32
80,0,0,0,13.89
24.39,4.88,0,7.32,5.56
62.79,0,0,6.98,16.22
74.47,0,0,2.13,31.71
70.03,4.39,1.29,5.17,29.58
82.14,0,0,0,25
66.13,0,0,8.06,21.05
57.41,11.11,1.85,7.41,24.49
64.29,0,5.36,5.36,20
56.25,3.12,0,10.94,12.07
52,8,2.67,8,15.71
66.67,4.76,0,9.52,25
80.77,0,0,0,39.58
63.79,3.45,1.72,5.17,22.64
66.67,2.08,0,4.17,11.36
70.67,4,0,4,14.08
82.22,0,0,0,47.5
89.55,0,0,0,30.16
75.47,3.77,0,1.89,28.57
66.67,7.69,0,2.56,33.33
69.39,0,2.04,0,31.11
12.5,27.08,0,33.33,2.27
45.95,5.41,5.41,0,0
22.44,24.41,3.54,25.59,0.4
54.35,6.52,0,15.22,2.5
17.95,10.26,0,58.97,8.57
14.29,18.37,0,18.37,0
49.23,10.77,0,6.15,1.69
56,0,0,6,2.27
34.29,8.57,0,2.86,0
50,2.78,0,11.11,3.33
43.9,9.76,0,12.2,0
44.44,0,0,0,0
54.35,6.52,4.35,0,4.88
31.58,5.26,0,5.26,0
47.5,2.5,0,5,0
40.74,0,0,7.41,4.35
59.07,8.54,1.07,7.12,7.94
65.12,0,0,0,10.81
40.62,3.12,12.5,3.12,0
83.64,0,0,0,14.29
23.53,7.84,3.92,21.57,0
54.76,7.14,0,0,5.41
71.15,0,0,0,8.7
7.69,20.51,0,30.77,0
33.9,6.78,0,23.73,5.45
63.64,3.03,0,0,3.45
61.29,3.23,0,9.68,8.77
67.8,3.39,0,0,1.85
76.92,0,0,0,10.87
61.54,2.56,0,2.56,2.94
43.24,13.51,0,2.7,3.03
24.49,24.49,4.08,8.16,2.22
44.23,3.85,5.77,5.77,0
37.14,22.86,0,0,0
26.79,19.64,0,30.36,1.96
53.66,2.44,0,0,5.56
34.38,21.88,0,18.75,0
33.33,0,0,5.56,0
52.78,0,0,0,0
32.56,9.3,2.33,25.58,0
55.56,5.56,0,3.7,4
73.11,4.92,0.33,4.59,19.27
81.97,0,0,0,25.45
62,4,2,8,24.44
72.92,8.33,0,0,39.53
55.84,3.28,0.36,1.09,3.72
56.76,8.11,0,0,0
45.95,8.11,0,0,0
10,32,4,32,0
35.14,2.7,0,13.51,3.03
17.74,24.52,8.06,24.52,2.3
54.72,13.21,3.77,9.43,12.5
12.77,31.91,6.38,19.15,0
79.03,0,0,0,26.79
63.16,0,0,0,9.8
41.67,2.78,0,2.78,0
79.18,1.22,0.82,0.41,8.3
41.86,4.65,2.33,2.33,0
39.58,8.33,2.08,16.67,7.14
38.46,11.54,0,13.46,4.26
12.77,36.17,10.64,12.77,0
38.89,0,0,30.56,12.5
84.51,0,0,0,28.36
56.6,0,0,7.55,6.25
46.15,7.69,2.2,8.79,2.27
48.98,0,0,18.37,0
15.22,13.04,0,41.3,0
31.37,11.76,1.96,21.57,0
55,2.5,0,2.5,5.71
62,2,0,6,2.27
49.02,1.96,0,3.92,2.27
61.11,0,0,0,12.9
47.37,0,0,10.53,0
31.82,9.09,0,13.64,0
28.95,5.26,5.26,15.79,0
9.09,41.82,5.45,1.82,0
40.54,0,0,0,0
56,2,0,0,2.22
66.67,0,0,0,17.65
42.11,7.89,7.89,10.53,12.12
67.86,5.36,0,3.57,9.62
29.9,9,0.64,34.73,2.93
36.57,13.14,1.71,10.86,1.76
68.75,0,0,4.17,2.33
48,0,0,14,4.44
33.33,12.5,0,27.08,0
34.29,8.57,8.57,0,0
77.26,2.49,0,2.8,11.15
62.96,0,0,0,6.12
50,0,0,2.94,0
33.33,5.13,0,5.13,0
48.39,9.68,0,3.23,0
20.87,30.43,3.04,15.22,0.44
26.67,16.67,10,16.67,0
68.62,5.57,0,4.4,23.28
35.48,9.68,0,6.45,0
50,2.94,2.94,11.76,0
53.12,0,0,0,0
46.43,0,3.57,0,0
31.43,11.43,0,20,0
26.83,19.51,2.44,21.95,0
27.27,23.64,7.27,12.73,4
52,8.89,3.11,6.67,2.74
37.5,6.25,0,12.5,0
60.71,0,0,5.36,5.66
34.09,4.55,2.27,11.36,2.5
22.22,0,0,0,0
66.67,0,3.03,0,3.57
61.36,6.82,0,0,15.38
50,12.5,2.08,9.38,8.6
64.29,0,2.38,4.76,0
30,6.67,0,3.33,0
25.81,6.45,6.45,29.03,0
61.9,0,0,0,0
25.81,12.9,6.45,9.68,0
70.59,4.71,0.47,4,10.24
37.78,13.33,0,20,2.44
41.03,10.26,0,12.82,2.94
76.6,0,0,0,28.57
23.53,5.88,0,32.35,0
30,6.67,3.33,0,0
58.14,0,0,2.33,2.63
71.84,0.41,0.41,2.45,2.09
21.95,26.83,0,7.32,0
50,3.85,0,5.77,2.13
38.24,16.18,0,29.41,4.84
48.57,2.86,0,0,0
48.48,3.03,3.03,6.06,7.14
43.24,0,0,5.41,3.03
54.55,2.27,0,6.82,2.5
62.26,1.89,0,3.77,2.08
54.05,2.7,0,10.81,12.9
56.76,0,0,8.11,0
35.9,7.69,0,10.26,0
71.12,3.74,1.07,4.55,18.16
67.39,0,0,0,2.5
15.38,38.46,3.85,25,0
42.68,9.76,2.44,7.32,2.63
63.64,0,0,0,5.13
55.1,2.04,0,6.12,15.56
30,7.5,0,12.5,5.56
32.26,0,0,38.71,0
29.79,12.77,0,21.28,7.14
58.06,0,0,6.45,0
40,5,0,12.5,0
59.57,0,0,8.51,0
36.59,17.07,0,7.32,0
56.34,8.45,0,1.41,4.55
65.71,0,0,0,0
24.24,9.09,0,21.21,0
31.71,9.76,4.88,4.88,0
81.58,0,0,0,27.27
53.97,3.17,3.17,7.94,6.78
25.94,9.9,10.58,13.31,2.44
22.86,8.57,0,0,0
46.05,7.89,2.63,10.53,2.86
29.03,6.45,0,6.45,11.11
33.72,17.44,2.33,11.63,3.66
36.22,14.86,5.88,9.91,1.58
37.04,0,0,0,0
49.15,2.99,1.71,2.14,1.31
33.33,13.89,0,22.22,0
73.62,2.29,0,2.06,4.87
71.43,0,0,0,6.45
13.73,31.37,0,37.25,0
67.57,0,0,0,0
76,2,0,4,8.89
45.83,16.67,2.08,6.25,0
20.63,17.46,4.76,15.87,1.75
38.78,16.33,4.08,14.29,2.22
39.39,0,0,0,0
33.33,5.13,5.13,12.82,2.86
60.61,0,0,0,0
45.65,13.04,0,13.04,2.5
59.46,2.7,0,0,0
35.56,6.67,0,6.67,2.5
68.52,0,0,7.41,18
54.35,4.35,0,6.52,5
11.9,14.29,0,28.57,0
31.25,14.58,2.08,16.67,2.33
35.59,15.25,1.69,13.56,1.89
17.86,0,0,3.57,0
66.67,4.17,0,4.17,9.3
60.98,14.63,0,0,16.67
53.57,5.36,0,10.71,5.88
66.85,3.87,1.1,2.76,2.84
25.58,11.63,0,30.23,0
56.1,1.95,2.44,2.44,1
41.46,2.44,0,2.44,0
35.85,22.64,3.77,11.32,0
57.89,0,0,0,0
63.89,0,0,0,0
43.86,3.51,0,8.77,6.12
23.08,9.62,0,15.38,4.35
18.18,9.09,0,30.3,0
40,17.14,0,2.86,0
33.33,18.18,3.03,0,0
76.67,0,0,0,20
27.87,26.23,3.28,19.67,1.79
60.66,0,0,6.56,14.55
59.09,4.55,0,4.55,0
30,0,0,6.67,4
22.22,5.56,0,8.33,0
43.75,0,0,0,0
51.22,0,0,17.07,5.56
30.77,3.85,0,15.38,0
45.45,6.06,0,15.15,0
48,6,0,6,0
45.45,3.03,0,6.06,6.9
55,0,0,0,2.86
39.47,5.26,0,5.26,0
4.35,36.96,6.52,23.91,0
37.72,11.38,2.4,14.37,1.23
57.89,2.63,0,2.63,0
57.58,9.09,0,3.03,0
66.67,0,0,0,5
37.78,15.56,2.22,15.56,0
55.9,5.38,0.77,10.51,7.53
54.9,0,0,5.88,6.52
14.55,20,10.91,20,0
65.91,0,0,0,15.38
33.93,5.36,1.79,8.93,1.92
10,28,10,20,4.35
28.81,20.34,0,18.64,0
36.59,7.32,0,9.76,5.56
17.65,13.73,0,33.33,4.26
57.5,0,0,0,2.78
51.52,0,0,0,0
54.86,3.89,1.56,4.67,1.59
63.46,0,0,1.92,8.33
32.56,2.33,0,16.28,0
42.55,6.38,0,4.26,2.38
53.45,10.34,0,6.9,7.41
64.29,4.76,0,2.38,10.53
55.56,2.22,0,4.44,2.38
28.57,4.76,2.38,9.52,0
58.33,0,0,0,0
50,3.33,0,0,0
20.45,11.36,9.09,18.18,0
37.44,3.65,0.91,7.31,0.47
21.95,12.2,2.44,7.32,0
41.67,8.33,0,13.89,3.23
55.05,3.67,1.83,8.26,2.36
41.46,2.44,4.88,2.44,8.33
16.13,25.81,3.23,19.35,0
66.67,0,0,0,10.87
53.19,12.77,0,10.64,6.98
44.19,13.95,0,2.33,2.56
28.33,24.89,5.58,17.6,0.87
18.18,15.15,3.03,42.42,0
10,17.5,10,22.5,0
55.1,0,0,12.24,4.65
60.38,0,0,7.55,16.67
73.66,2.67,0.76,1.91,11.72
60,4.44,0,4.44,22.5
28.21,15.38,5.13,10.26,0
52.17,4.35,0,13.04,2.44
69.77,0,0,0,10.26
21.88,9.38,9.38,3.12,0
43.18,4.55,0,0,5.26
29.73,16.22,0,5.41,0
73.91,0,0,0,15.38
47.5,10,0,0,0
38.1,4.76,4.76,2.38,0
75.56,0,0,0,10
62.59,6.83,0.72,5.4,3.3
34.15,9.76,0,4.88,0
8.82,20.59,2.94,44.12,0
8.62,15.52,0,62.07,0
19.35,20.97,3.23,25.81,0
7.94,31.75,0,44.44,0
24.49,20.41,2.04,26.53,0
64.29,5.36,0,3.57,0
51.52,0,0,3.03,0
41.18,7.84,1.96,25.49,2.13
17.65,11.76,5.88,23.53,0
39.58,4.17,0,8.33,0
38.89,11.11,0,22.22,3.12
33.33,9.09,0,6.06,0
13.56,28.81,5.08,18.64,0
41.67,0,0,5.56,0
53.19,0,0,0,4.76
40.48,0,2.38,14.29,2.7
67.39,2.17,0,2.17,4.88
57.78,0,2.22,4.44,20
82.61,0,0,0,16.67
58.33,5,0,3.33,8.93
47.92,10.42,4.17,4.17,4.65
47.37,21.05,0,0,17.65
34.88,25.58,0,9.3,2.7
58.7,2.17,4.35,4.35,7.32
43.55,6.45,0,9.68,5.26
69.44,2.78,0,0,6.45
23.53,11.76,0,8.82,0
47.64,8.15,1.72,5.15,1.32
48.72,0,2.56,2.56,5.88
51.28,5.13,0,0,0
17.65,0,2.94,2.94,0
40.48,7.14,2.38,4.76,5.26
20,8,8,8,0
38.89,5.56,0,9.26,0
52.94,0,0,0,0
43.59,10.26,0,0,0
23.68,2.63,2.63,10.53,0
46.94,18.37,0,6.12,2.27
31.71,4.88,0,7.32,0
52.5,5,0,7.5,2.78
39.02,9.76,0,14.63,0
42.68,12.2,8.54,14.63,2.6
52.29,6.11,1.15,11.45,1.55
66.67,0,3.33,0,0
56,4,0,14,0
50,0,5.26,0,0
70.27,0,0,2.7,0
51.22,4.88,7.32,2.44,0
45.95,8.11,0,8.11,0
34.09,2.27,2.27,6.82,0
22.22,25.93,0,0,0
28.57,23.81,0,0,0
45.71,8.57,0,0,0
43.24,0,0,0,0
40,6.67,3.33,13.33,0
0,30.19,7.55,39.62,0
66.67,0,0,0,13.73
62.75,7.84,0,0,4.35
22.22,5.56,2.78,5.56,6.25
40,0,0,16.67,0
45,0,0,2.5,2.78
61.7,10.64,0,0,14.63
54.05,10.81,0,0,0
53.85,1.92,1.92,3.85,0
20,12,8,4,4.76
21.82,9.09,9.09,23.64,0
47.37,5.26,0,7.89,5.88
78.79,0,0,0,25
20.51,10.26,0,41.03,2.94
20.69,15.52,0,37.93,0
28.57,5.71,0,20,0
66.11,1.99,0,3.65,14.19
46.81,0,0,4.26,7.14
65.91,0,0,0,5.13
42.31,7.69,3.85,5.77,0
51.22,14.63,0,7.32,5.56
64,0,0,0,2.27
55.56,0,4.44,2.22,0
54,2,0,8,0
70.83,0,0,8.33,9.09
76.09,0,0,0,5
50,0,0,3.33,0
54.55,0,0,3.03,0
45.16,0,0,0,0
37.04,3.7,0,11.11,0
32.5,17.5,2.5,7.5,0
32.35,5.88,2.94,0,0
40,10,0,10,0
42.53,11.11,2.3,9.96,2.33
50,0,0,0,0
51.61,0,0,3.23,0
21.88,18.75,0,12.5,0
43.54,1.36,0.68,1.36,0
42.5,12.5,2.5,12.5,0
22.86,34.29,2.86,11.43,0
45.45,3.03,0,6.06,0
37.5,6.25,0,0,0
61.76,0,0,0,3.33
57.89,0,2.63,0,9.09
5.13,41.03,0,35.9,0
17.65,25,5.88,25,0
20.59,17.65,0,17.65,0
28.95,21.05,0,18.42,0
37.5,7.5,0,7.5,0
20.83,25,0,33.33,0
72,4,0,0,12.77
36.36,12.73,0,23.64,8
57.14,10.71,7.14,3.57,3.85
48.94,4.26,2.13,4.26,0
33.93,3.57,1.79,14.29,2.04
14.29,4.76,0,45.24,0
69.23,0,0,0,8.7
21.43,7.14,2.38,52.38,7.89
62.79,0,0,2.33,7.89
14.71,26.47,20.59,5.88,0
22.22,22.22,2.22,8.89,0
82.98,0,0,0,30.95
35.29,8.82,0,8.82,0
46.51,4.65,0,2.33,0
40,23.64,0,12.73,2
19.35,22.58,0,9.68,0
34.15,2.44,0,17.07,2.78
47.35,14.33,2.18,4.98,2.22
36.67,6.67,0,6.67,0
47.92,0,0,10.42,0
24.39,2.44,0,4.88,5.41
47.22,8.33,0,11.11,0
43.24,5.41,0,2.7,3.12
64.86,0,0,0,3.12
27.27,3.03,0,21.21,0
52.08,2.08,0,6.25,4.55
20.97,20.97,11.29,19.35,0
52.63,0,0,0,0
63.89,0,0,0,0
79.55,0,0,0,17.5
25.58,16.28,0,4.65,0
34.29,0,0,5.71,0
7.69,20.51,5.13,20.51,0
63.33,3.33,0,3.33,3.85
70.97,0,0,0,0
29.22,9.13,0.46,10.96,0.47
66.67,0,0,0,11.36
57.58,0,0,12.12,14.81
55.26,0,0,2.63,9.38
59.38,6.25,0,0,0
52.78,5.56,0,5.56,0
40.43,10.64,2.13,6.38,2.38
20,38,4,2,2.17
41.67,0,11.11,2.78,3.23
44.24,7.91,1.44,9.71,2.2
70.59,0,0,0,6.67
17.5,23.75,5,31.25,2.63
65.85,7.32,0,4.88,37.84
63.27,2.04,0,0,13.64
45.95,2.7,0,2.7,6.06
32.73,7.27,0,14.55,4
28.57,16.67,0,11.9,2.7
36.36,4.55,0,9.09,0
46.3,3.7,1.85,0,0
47.75,10.96,1.4,9.27,3.12
42.5,5,5,2.5,0
48.57,8.57,0,8.57,0
47.92,2.08,0,6.25,0
48.89,0,0,13.33,2.5
62.22,2.22,0,2.22,17.07
48.48,1.52,1.52,6.06,6.56
67.31,0,0,0,10.87
45.45,4.55,0,9.09,10.26
51.85,5.56,0,1.85,0
29.73,2.7,0,16.22,9.68
30.3,30.3,0,3.03,0
48,10,2,6,4.44
33.33,0,0,2.56,2.86
51.28,5.13,0,2.56,0
37.5,12.5,3.12,9.38,3.28
25.93,0,0,11.11,0
46.34,0,4.88,12.2,0
50,9.26,0,1.85,0
35.56,22.22,4.44,13.33,2.56
25.93,14.81,3.7,22.22,0
23.4,21.28,4.26,12.77,4.88
29.27,17.07,0,17.07,11.11
58.7,1.74,1.3,4.78,0.88
18.92,29.73,0,16.22,3.03
36.36,20.45,11.36,0,7.69
69.09,5.45,0,1.82,32
41.67,15,3.33,11.67,7.27
55.07,11.59,7.25,2.9,14.06
29.79,19.15,10.64,2.13,0
48.78,2.44,0,0,2.78
29.41,0,0,0,0
50,2,0,8,2.17
49.04,6.13,4.6,4.6,1.57
6.45,38.71,9.68,19.35,0
50,5.77,0,1.92,2.08
61.9,0,2.38,4.76,2.56
26.19,16.67,0,33.33,0
29.03,0,0,12.9,0
48.72,15.38,0,0,0
46.07,10.11,2.62,7.87,0.76
60,2.86,0,0,6.9
54.76,2.38,0,7.14,13.89
54.55,4.55,0,9.09,2.56
51.28,0,0,5.13,6.06
42.86,0,0,0,0
25.71,14.29,0,11.43,0
52.5,0,0,2.5,2.94
72.07,4.5,0.9,4.05,10.23
6.52,23.91,0,54.35,0
42.59,3.7,0,31.48,16.33
34.38,9.38,0,0,0
31.91,0,0,17.02,0
66.67,7.14,0,4.76,2.63
39.53,11.63,0,4.65,0
71.21,1.52,0,4.55,22.95
59.52,0,0,0,0
31.25,12.5,18.75,0,7.14
40.54,0,8.11,5.41,0
6.82,29.55,2.27,20.45,0
14.63,9.76,9.76,21.95,0
44,8,0,6,8.51
53.93,6.74,0,4.12,3.82
50,0,0,6.82,10.26
32,14,0,14,2.38
39.13,13.04,0,4.35,4.76
11.11,31.48,3.7,24.07,2.04
70.59,0,0,0,3.33
69.23,0,0,1.92,18.75
41.67,0,0,16.67,0
70,0,0,0,2.78
43.24,0,5.41,0,2.94
62.16,0,0,0,0
34.21,0,0,10.53,0
43.48,6.52,0,4.35,0
47.92,4.17,2.08,8.33,0
18.18,36.36,3.03,3.03,0
76.74,0,0,2.33,0
54.39,7.02,0,8.77,1.89
52.38,2.38,0,4.76,2.63
60.61,3.03,0,15.15,0
55.1,2.04,0,4.08,2.22
58.18,1.82,0,7.27,10.2
61.29,0,0,0,0
45.45,4.55,0,2.27,2.56
71.05,0,0,0,0
57.41,1.85,0,9.26,8.33
51.72,6.9,1.72,3.45,3.7
68.77,2.58,0.86,4.87,5.51
55.81,0,0,0,0
36.11,2.78,0,30.56,0
60.47,5.58,1.86,7.44,4.27
55.81,2.33,0,2.33,0
58.82,0,0,5.88,2.17
50,0,0,11.76,6.9
58.06,4.84,0,8.06,5.17
61.11,0,0,0,3.12
52.82,10.92,0,10.56,9.25
34.25,7.76,3.65,9.59,0.47
61.54,2.56,0,0,5.88
75,0,0,0,8.82
35.14,10.81,2.7,8.11,3.03
67.35,0,0,4.08,0
43.9,7.32,0,12.2,0
70.21,0,0,2.13,16.67
49.06,5.66,0,7.55,4.26
75,0,0,0,0
37.7,5.74,3.69,5.33,1.26
42.11,2.63,5.26,5.26,3.12
40.91,18.18,2.27,9.09,0
55,7.67,0.33,9,10.85
30.3,18.18,0,12.12,0
27.13,13.83,1.33,35.64,2.69
62.5,2.08,0,2.08,6.98
23.68,0,0,31.58,0
50,0,0,0,0
31.82,6.82,0,20.45,0
53.33,4.44,0,0,0
37.78,8.89,0,22.22,0
69.05,2.38,0,0,8.33
78.05,4.88,0,0,5.26
66.67,1.85,0,0,10.2
49.21,0,6.35,7.94,3.45
60.87,0,0,4.35,0
53.06,8.16,2.04,6.12,2.27
58.14,0,0,0,0
37.78,0,6.67,8.89,0
43.59,2.56,2.56,12.82,5.88
53.49,4.65,2.33,11.63,10.81
45.83,2.08,0,6.25,0
47.06,5.88,0,0,0
41.03,0,5.13,17.95,0
35.9,5.13,5.13,7.69,0
34.15,4.88,4.88,21.95,2.86
51.67,5.42,0.83,8.33,2.97
65.12,2.33,0,0,10.53
18.6,9.3,0,39.53,2.63
30,2.5,7.5,10,0
41.3,0,0,13.04,2.44
68.52,6.48,0.46,3.24,18.01
31.58,5.26,0,21.05,3.03
58.14,0,0,0,0
27.27,2.27,2.27,45.45,0
43.08,6.15,0,4.62,3.28
70.73,0,0,4.88,11.11
70.45,0,0,0,0
74.19,0,0,0,0
59.09,6.82,0,2.27,7.89
42.11,21.05,0,0,0
45.45,0,0,12.12,3.7
62.5,2.5,0,0,0
50,4.35,0,8.7,0
67.65,0,2.94,8.82,0
64.86,8.11,0,0,6.25
75.51,0,0,0,13.95
62.96,0,0,0,4.17
76.92,3.85,0,1.92,33.33
55.26,2.63,2.63,5.26,0
38.54,6.77,3.65,16.15,1.06
60,0,2.22,2.22,0
52.17,6.52,0,4.35,9.76
60,3.64,0,3.64,4.08
64.1,0,0,5.13,5.71
37.14,2.86,5.71,0,0
70.27,2.7,0,0,3.03
36.96,2.17,2.17,8.7,2.5
44.44,0,0,13.89,0
29.03,9.68,0,3.23,0
42.22,0,0,0,0
77.55,0,0,0,13.95
67.31,1.92,0,0,0
69.57,0,0,0,0
75.61,0,0,0,5.41
50,0,0,5,0
72.5,0,0,0,0
42.55,2.13,8.51,6.38,2.44
53.57,3.57,0,0,4.55
9.09,6.82,0,59.09,0
62,4,0,12,6.52
85.71,0,0,0,23.08
53.06,2.04,0,12.24,4.65
61.13,3.1,1.13,3.94,3.41
57.5,9.38,1.88,6.25,11.11
58.82,3.92,0,5.88,6.67
52.63,0,2.63,5.26,0
85.19,0,0,0,32.65
63.64,0,0,0,0
54.43,3.61,2.95,5.25,0.67
74,2,0,0,0
75,0,0,0,2.63
36.59,19.51,0,12.2,2.78
34.69,10.2,2.04,8.16,2.22
64.29,0,0,2.38,0
56.82,2.27,0,2.27,5.13
47.92,2.08,2.08,2.08,2.27
35,12.5,0,20,0
48.08,1.92,1.92,11.54,2.08
48.43,5.97,0.31,18.55,3.19
43.75,3.95,4.28,8.22,0.67
51.02,4.08,0,18.37,0
51.43,0,0,0,0
29.55,0,2.27,6.82,0
69.23,0,0,0,0
56.67,5,1.67,5,1.82
77.26,0.29,0,2.33,6.53
60.47,6.98,0,2.33,2.56
65.12,2.33,0,2.33,0
36.36,0,6.06,6.06,0
83.02,0,0,0,10.42
75.44,0,0,0,13.73
58.46,6.15,0,3.08,5.08
65.85,7.32,0,2.44,5.71
78.84,1.59,0,1.59,21.62
65.67,2.99,1.49,1.49,4.92
30.77,5.77,1.92,21.15,2.08
58.33,0,0,8.33,9.3
62.96,1.85,0,7.41,8
64.86,0,0,0,0
66.67,0,0,11.67,3.57
48.05,7.79,2.6,10.39,6.94
8.93,23.21,3.57,48.21,0
29.79,16.1,1.71,28.77,0.35
46.34,0,0,4.88,0
35.85,15.09,0,9.43,0
72.5,0,0,0,0
51.52,0,3.03,0,0
73.17,2.44,0,0,0
65.22,2.17,0,0,0
71.43,0,0,2.86,3.12
33.33,10.42,0,8.33,0
65.45,3.64,0,0,10.2
61.22,4.08,0,0,4.76
82.93,0,0,0,2.78
45.71,2.86,5.71,0,0
82.22,0,0,0,2.44
60.14,4.47,1.03,6.53,1.05
37.78,13.33,0,13.33,0
59.09,0,0,0,0
43.17,5.54,0.74,25.09,2.26
60,0,2,10,4.35
57.69,0,0,9.62,10.87
59.57,4.26,0,6.38,2.33
67.79,7.05,0.67,4.36,7.19
63.33,0,0,0,0
64.44,4.44,2.22,6.67,2.44
52.5,0,7.5,5,2.86
46.3,9.26,0,5.56,2.08
16.13,12.9,6.45,19.35,0
63.64,0,0,0,0
80.85,0,0,0,20.93
76.74,0,0,0,5.41
40.54,0,5.41,5.41,0
45.1,3.92,0,5.88,2.27
17.65,15.69,7.84,13.73,0
38.64,4.55,0,0,0
63.64,0,0,4.55,18.92
36.36,13.64,0,27.27,10.53
57.14,0,7.14,3.57,0
65.62,0,0,0,0
60.98,0,0,0,5.41
48.77,4.92,0.41,9.43,1.68
45.16,0,0,3.23,0
60.53,0,0,0,0
62.96,3.7,0,12.96,4
53.33,4.44,2.22,2.22,2.5
49.02,7.84,0,1.96,2.17
32.08,3.77,3.77,5.66,2.13
80.43,2.17,0,0,14.63
31.71,17.07,7.32,12.2,0
63.07,4.8,1.68,2.88,1.7
21.43,10.71,7.14,7.14,0
25.93,0,3.7,14.81,0
55.88,5.88,0,0,0
58.33,0,0,0,0
1.82,27.27,0,60,0
8.33,41.67,6.25,16.67,0
56.25,2.08,0,4.17,0
33.33,3.03,0,3.03,0
32.26,18.28,5.38,11.83,3.37
52.17,2.17,0,8.7,4.88
69.23,0,0,3.85,10.64
60,11.43,0,0,0
66.67,0,0,0,0
60.98,8.29,0.49,5.37,8.42
54.05,2.7,0,2.7,6.25
62.16,0,0,0,3.23
46.34,12.2,0,9.76,0
84.78,0.54,0,0.27,17.63
54.06,10.94,1.25,20.31,4.11
48.62,9.66,1.03,11.38,7.02
34.38,3.12,0,3.12,0
44.74,2.63,0,2.63,3.12
69.09,1.82,0,0,24
56.1,19.51,0,7.32,27.78
36.11,13.89,2.78,8.33,0
44.44,0,0,2.78,0
51.43,2.86,2.86,0,0
68.75,0,0,0,9.3
63.89,0,0,0,3.12
70,0,0,0,8.82
80.7,0,0,0,23.08
73.47,0,0,0,4.65
53.66,0,0,4.88,14.71
76.79,0,0,3.57,44.9
48.08,7.69,3.85,3.85,13.04
41.67,8.33,2.08,10.42,4.76
25.71,5.71,0,14.29,0
15.38,23.08,2.56,5.13,0
18.52,0,3.7,0,0
51.35,2.7,5.41,2.7,0
51.16,0,0,4.65,0
66.67,0,0,1.96,11.36
62.22,0,0,4.44,0
27.27,14.55,0,29.09,1.92
58.33,5.56,0,0,0
62.16,5.41,0,0,6.45
59.46,5.41,0,0,3.12
19.35,32.26,1.61,14.52,3.57
4.17,41.67,25,10.42,0
12.73,32.73,9.09,16.36,3.92
38.46,5.13,0,12.82,0
75.81,1.08,0,4.33,5.86
81.13,0,0,0,37.5
54.17,4.17,0,14.58,4.65
60,8.57,0,2.86,35.48
70.82,0,1.17,1.56,0.4
21.88,21.88,3.12,12.5,0
29.17,18.75,4.17,8.33,2.27
27.27,0,0,12.12,0
44.44,0,0,5.56,0
60,0,0,0,8.33
44.12,2.94,2.94,8.82,16.67
84.62,0,0,1.92,43.48
27.78,11.11,11.11,5.56,0
50,4.55,0,2.27,2.56
33.33,0,0,6.67,0
38.71,16.13,9.68,0,7.69
52.94,0,0,0,0
20.69,17.24,0,0,0
56.25,4.17,4.17,6.25,4.55
53.85,0,0,0,4.55
18.92,13.51,27.03,8.11,0
33.33,0,16.67,2.78,0
37.04,11.11,0,11.11,0
38.89,0,8.33,5.56,3.23
51.22,4.88,7.32,0,2.78
24.32,8.11,0,5.41,0
62.16,0,0,0,6.45
42.22,6.67,0,2.22,0
61.76,5.88,0,2.94,0
45.24,0,4.76,2.38,0
50,0,0,3.12,0
45.95,10.81,0,8.11,3.03
48,2,0,4,2.22
40,0,0,0,0
51.16,2.33,0,2.33,2.63
57.14,7.14,0,4.76,0
